,MSKScaled
chr3.37,-8.3854966669825
chr3.38,-8.44807134080952
chr3.39,-2.96046779183061
chr3.40,1.2214521362028
chr3.41,3.63775936837699
chr3.42,1.37194599320589
chr3.43,-7.01359177325386
chr3.44,2.72017778530057
chr3.45,-2.82417967692139
chr3.46,-8.71898411446263
chr3.47,2.52363873305176
chr3.51,-1.12126636607796
chr3.53,-4.28117381189
chr3.54,-3.55841044435272
chr3.55,-5.53177241404493
chr3.56,-2.75243627932694
chr3.57,-5.54711624339814
chr3.60,-6.2056980012581
chr3.62,-6.73578653391772
chr3.63,-6.11284821734743
chr3.64,-6.24723064366851
chr3.65,-3.20290239385178
chr3.66,-5.00450025524657
chr3.68,2.89787450196059
chr3.69,-3.7766914905567
chr3.70,2.25545687085408
chr3.71,-0.26377224114386
chr3.72,-6.44508003885735
chr3.73,-6.85655275449441
chr3.74,-3.06094087513464
chr3.75,1.26436965087883
chr3.78,-4.57486936129277
chr3.79,-5.26524319318325
chr3.80,-2.66377167769595
chr3.81,3.03817530321232
chr3.82,8.93055628779674
chr3.83,0.335533802696157
chr3.84,0.940141316369723
chr3.85,3.13688361014712
chr3.87,2.95456568995994
chr3.88,12.6114229677273
chr3.89,8.63574025364119
chr3.90,6.33142648996618
chr3.91,14.0901849940972
chr3.92,21.7080988867596
chr3.93,23.0115164597173
chr3.94,9.20335205597562
chr3.95,9.12745202785219
chr3.96,9.95913552585093
chr3.97,-1.20363655959037
chr3.98,-0.0455802679897611
chr3.99,1.72538126487376
chr3.100,6.12129854993283
chr3.101,5.50861014711485
chr3.102,-4.18353108231252
chr3.103,3.09016887040799
chr3.104,2.23238071035376
chr3.105,-1.5333270146869
chr3.107,2.7848094267511
chr3.108,1.85694171967194
chr3.109,-2.04189087393136
chr3.110,-1.69776822294798
chr3.111,-0.416545489535075
chr3.112,-2.38662202893353
chr3.113,3.14196763072626
chr3.115,2.27406619895602
chr3.116,-1.12992532214992
chr3.117,-6.00941645971225
chr3.119,-0.627126765361319
chr3.120,-3.77308220407951
chr3.121,-3.90890502955169
chr3.122,-1.75363554864547
chr3.124,-2.66471426199214
chr3.125,-2.59143435956845
chr3.126,-0.270464449518849
chr3.128,-0.805840201706009
chr3.129,4.42305532720081
chr3.131,-3.43044868491937
chr3.132,-3.21726928869364
chr3.135,1.9649441961955
chr3.136,-0.129467211673127
chr3.137,-2.93627354872461
chr3.138,-2.02714587521256
chr3.139,-0.662193461915285
chr3.140,-1.08683379081347
chr3.141,-6.13198569966759
chr3.142,3.53028496467887
chr3.143,-1.21883899992717
chr3.144,11.9765142384104
chr3.145,4.49864532112304
chr3.146,-3.45294379684664
chr3.147,-0.356297646070417
chr3.148,8.42917677776816
chr3.149,1.66742920305015
chr3.150,11.264373036466
chr3.151,4.39459814704812
chr3.152,1.44631851215582
chr3.153,-3.59420257365726
chr3.154,-0.40883317867794
chr3.156,5.2327908613441
chr3.157,-7.19208945808249
chr3.158,0.696614153233011
chr3.159,11.9465272446734
chr3.160,11.2714171680856
chr3.161,0.928183664473869
chr3.162,-1.47243490587766
chr3.163,2.94736940218076
chr3.164,2.90545907344045
chr3.165,13.2213128393174
chr3.166,-1.89228841062455
chr3.167,-3.49224625292912
chr3.168,0.281652001469058
chr3.169,-2.53195072059131
chr3.170,-0.654087874588392
chr3.171,-0.504683538466911
chr3.173,-3.22479499256415
chr3.174,-7.07216733340194
chr3.175,-6.74896867496176
chr3.176,-1.81492065650616
chr3.177,1.9775804149057
chr3.178,1.35448148377115
chr3.179,-3.74748436833364
chr3.180,0.605016890549263
chr3.181,3.37433330148811
chr3.182,-1.39863800913963
chr3.183,-4.21131951246741
chr3.184,0.658388260994788
chr3.185,0.0442334889478777
chr3.186,3.83555813090208
chr3.187,7.5476960931909
chr3.188,-1.09223085513271
chr3.189,-8.05454189060251
chr3.190,1.55448886298284
chr3.191,-5.7384541061913
chr4.3,-2.81158011502756
chr4.6,2.98280964862851
chr4.7,-4.668581990875
chr4.8,-1.60924787515042
chr4.11,-2.80332066231935
chr4.12,-3.33331281828493
chr4.13,-2.80829450978869
chr4.14,-2.99096159907478
chr4.15,-6.17591608194813
chr4.16,-8.37620605481056
chr4.17,2.68916937454662
chr4.18,-1.94049608583044
chr4.19,4.66532337761062
chr4.20,4.16584290514094
chr4.21,-1.85175406446357
chr4.22,-2.12287351050372
chr4.23,3.81132405268471
chr4.24,0.329487640383929
chr4.25,0.225186250443518
chr4.26,-7.28016739825568
chr4.27,-6.35430793038201
chr4.28,1.01574784663233
chr4.29,-1.78920743940242
chr4.30,2.76777535282664
chr4.31,11.38176583711
chr4.32,9.22725834150909
chr4.33,4.40179185949896
chr4.34,4.16470604131466
chr4.35,-1.1991543943398
chr4.36,3.75221702007948
chr4.37,10.2913752594527
chr4.38,5.35622808960087
chr4.39,-1.29316001621979
chr4.42,-4.52621813681639
chr4.43,-5.82222517207404
chr4.44,-2.09275777396868
chr4.45,-1.93947654266492
chr4.46,5.31875797531738
chr4.47,2.27646183644294
chr4.48,-5.52797400170216
chr4.49,-0.275991667409819
chr4.52,1.70109856420796
chr4.53,0.787771768343405
chr4.54,2.89269825042853
chr4.56,-0.610275154454577
chr4.58,7.57031841760387
chr4.59,2.32292542778874
chr4.60,1.80335221736676
chr4.61,10.693843209168
chr4.62,4.71057239501747
chr4.63,7.01979730281559
chr4.64,4.912098952193
chr4.65,0.347688507797076
chr4.66,4.29890687953016
chr4.68,3.94570255380752
chr4.69,5.07948902739535
chr4.70,6.29610713121496
chr4.71,1.49784648709509
chr4.74,-5.07826323995011
chr4.75,-0.126447550553135
chr4.76,-0.185138073745961
chr4.77,-2.47354790764855
chr4.78,-2.8506026603127
chr4.79,-3.86432012418553
chr4.80,2.4697616377227
chr4.81,-4.98218575317657
chr4.82,-1.47349399090871
chr4.83,-1.0145809584649
chr4.84,-2.06605702259227
chr4.85,-1.11477133137884
chr4.86,-0.317687498336153
chr4.87,-5.92203576528497
chr4.88,-0.788112761997775
chr4.89,-1.00213795447675
chr4.90,-1.33080248765468
chr4.92,0.432034388864038
chr4.93,-3.39763786492886
chr4.94,-2.23516080884075
chr4.95,1.03079252890647
chr4.96,4.28790322113584
chr4.97,0.655981257110016
chr4.98,-0.97688378409671
chr4.99,-7.7875782680296
chr4.100,-4.97682046212479
chr4.102,-1.13769929035194
chr4.103,0.137440527881525
chr4.104,9.41404859605821
chr4.105,7.56145814098781
chr4.106,2.36516546683638
chr4.107,4.17290119756492
chr4.108,10.5261076998432
chr4.109,4.10378295210365
chr4.110,0.603364692549765
chr4.111,-10.4378939706627
chr4.112,-2.67520923867277
chr4.113,-1.85258986210086
chr4.114,0.635737363169725
chr4.115,2.69845907003013
chr4.118,-1.55614870588367
chr4.119,3.90140570608869
chr4.120,3.45421538829305
chr4.121,-4.11638709866231
chr4.122,-2.36528735535371
chr4.123,-1.50928567924895
chr4.124,5.0538770786491
chr4.125,8.67670120276654
chr4.127,-0.922723124201658
chr4.128,-0.840009683103172
chr4.129,7.5582451100144
chr4.131,-3.39271989168194
chr4.132,4.04769020710876
chr4.133,7.29294768292415
chr4.134,0.452129022174502
chr4.135,-5.1003186753339
chr4.136,-5.84565655085179
chr4.137,-4.79712113797353
chr4.138,-8.22734185894126
chr4.139,0.0985053650762086
chr4.140,-0.7731688000018
chr4.141,0.307694614884523
chr4.144,0.257074876078692
chr4.145,9.73404911835759
chr4.146,2.84075086969323
chr4.147,2.89214132896932
chr4.148,-6.13225475123087
chr4.149,-8.72146033269036
chr4.150,-10.6394712326847
chr4.151,-6.62247809852922
chr4.152,3.99575797579896
chr4.153,6.79635793163989
chr4.154,-1.0167735998081
chr4.155,-6.073346105775
chr4.156,-2.38766033150118
chr4.157,-0.177646639200909
chr4.158,8.81680750033036
chr4.159,7.68260719128248
chr4.160,-0.640211693076151
chr4.161,6.19196626775977
chr4.162,4.94309985720647
chr4.163,-1.90285628963877
chr4.164,1.52309679469494
chr4.165,7.45957803180563
chr4.166,-0.40476498820347
chr4.167,-5.72710898460293
chr4.168,5.19368797490924
chr4.169,7.15721451568621
chr4.170,4.83070474739475
chr4.171,-1.20967936111507
chr4.172,1.71648870824159
chr4.173,2.65754786117898
chr4.174,-0.307253292923718
chr4.175,4.58184362893096
chr4.176,16.6140788568887
chr4.177,16.5033501555303
chr4.178,5.04002890692119
chr4.179,-4.38848822700508
chr4.180,-4.35382636543503
chr4.181,-5.45865936371595
chr4.182,-6.64395357005124
chr4.183,-7.35917877796727
chr4.184,-7.08481083114613
chr4.185,-4.09713614044034
chr4.187,-6.10119773132432
chr5.2,-0.936572839129689
chr5.3,-4.4925366479201
chr5.4,0.0989034562785483
chr5.5,1.9402072198576
chr5.6,3.86711819788644
chr5.7,-3.96541064363077
chr5.8,-0.588400056755449
chr5.9,2.54648606805916
chr5.10,-3.79237897120949
chr5.11,0.702203160730736
chr5.12,-3.5029282837507
chr5.13,4.20068892984037
chr5.14,-2.11209817503178
chr5.15,-7.29895364781186
chr5.16,2.28120289291373
chr5.17,0.5413507440964
chr5.19,5.55500959149828
chr5.20,-0.801114454459583
chr5.23,-4.58186068268206
chr5.24,-2.58813260139114
chr5.25,2.3085946788947
chr5.26,11.7152165574391
chr5.27,0.940058995327734
chr5.28,6.65172019320264
chr5.29,7.27611348461497
chr5.30,0.987136731107739
chr5.31,-0.871221633530744
chr5.32,-0.490786959793279
chr5.33,2.02292249125876
chr5.34,1.28666114020464
chr5.36,7.04444728844161
chr5.37,-3.24581581439914
chr5.39,3.65388797244174
chr5.40,6.82317695419195
chr5.41,4.18417040583092
chr5.42,12.1287134186281
chr5.43,9.32211636120456
chr5.45,7.11892078772207
chr5.46,5.57418170538735
chr5.48,0.131664734809771
chr5.49,6.40458042694927
chr5.50,3.53466641902448
chr5.51,5.29293019662876
chr5.52,-2.1830660605777
chr5.53,-1.26432114660848
chr5.54,-1.49420287398874
chr5.55,-1.85205645964871
chr5.57,-3.87350165103531
chr5.58,-6.27253676427333
chr5.60,10.2848646584975
chr5.61,-6.08951832355873
chr5.62,-5.22567731636622
chr5.63,-9.15615535659048
chr5.64,0.379393913293902
chr5.65,-7.86423535190943
chr5.69,-7.0774740720604
chr5.70,-5.68208237300785
chr5.71,-3.4619619774901
chr5.73,2.13532333177743
chr5.74,-9.07489494906839
chr5.76,-0.383972949769288
chr5.78,-7.89300197584957
chr5.79,-1.21430706341362
chr5.80,-0.206485686384413
chr5.81,9.53521056747654
chr5.82,7.39276728888467
chr5.83,9.98642384773434
chr5.84,9.62677092130827
chr5.85,9.25258689619018
chr5.86,0.644954000448922
chr5.87,-2.42515481819563
chr5.88,-4.42920475679807
chr5.90,0.384527199105358
chr5.91,-6.0322565667363
chr5.92,-4.95046266814854
chr5.93,-6.99218059492963
chr5.94,1.75881067287631
chr5.95,-7.10746999267795
chr5.98,-0.132501470469195
chr5.99,-4.03319233850527
chr5.100,-5.98391580107636
chr5.101,-2.31290247934378
chr5.102,-5.96566308996745
chr5.103,-3.34421993122865
chr5.104,-7.6786103727888
chr5.105,-7.25773766239501
chr5.106,-5.2842493922892
chr5.107,3.2738020649634
chr5.108,-0.769305925829857
chr5.109,-0.65204600562035
chr5.110,-1.56264173563675
chr5.111,8.16154937692618
chr5.112,-5.70517015362811
chr5.113,0.481591329987264
chr5.114,3.92391981298752
chr5.115,2.12504990750513
chr5.116,0.398555789625419
chr5.117,1.09351443577944
chr5.118,0.704824063975946
chr5.119,-5.43166205492078
chr5.120,-4.18609241389671
chr5.121,-3.91434925659986
chr5.122,-5.19626756160417
chr5.124,-5.13607502838639
chr5.125,2.31653197369791
chr5.126,10.4123683907306
chr5.128,2.55362453549037
chr5.129,-3.71379894905231
chr5.130,-7.08886174990373
chr5.132,-6.04280521642281
chr5.133,-2.24430874822076
chr5.134,-6.43852077751022
chr5.137,-6.47531006636841
chr5.138,-4.77705996449531
chr5.139,-4.51622087704767
chr5.140,-7.1809420159809
chr5.141,-0.700916148113535
chr5.142,-0.0929768299794942
chr5.143,-3.03112960145918
chr5.144,-5.43031377486915
chr5.145,-1.2443471054226
chr5.146,-5.06643594135085
chr5.147,-3.0147908287822
chr5.148,-4.88679858777015
chr5.150,-0.723664945661547
chr5.151,-3.34466057140959
chr5.153,1.15157889767217
chr5.154,-3.10410529775144
chr5.155,8.82557786190707
chr5.156,-1.63355936689324
chr5.157,0.963750286373583
chr5.158,6.48417732293271
chr5.159,10.7969666098091
chr5.160,1.03690543029221
chr5.161,-5.39311414315992
chr5.162,7.76094235386604
chr5.163,10.4125248778016
chr5.164,0.499304814413519
chr5.165,1.70638400017796
chr5.166,1.25095935103141
chr5.167,4.1758182606287
chr5.168,-1.81441679174459
chr5.169,-2.53944919244308
chr5.170,3.19652352364099
chr5.171,2.74260288888796
chr6.2,6.96502889239132
chr6.3,-4.2190578283821
chr6.4,-4.45004272093958
chr6.5,1.14883248350764
chr6.6,-1.64401987107322
chr6.7,1.06265480974309
chr6.8,-2.63171713767423
chr6.9,3.55485696037212
chr6.10,9.58253278249767
chr6.11,3.30640028052421
chr6.12,-0.524356887061279
chr6.13,7.21574079184747
chr6.14,-1.47890255690465
chr6.15,-1.36073117426933
chr6.16,1.30729067761451
chr6.17,-0.604585347030868
chr6.18,0.45600389271795
chr6.19,-5.13604230502894
chr6.20,-3.17205097879387
chr6.21,-2.60790311707701
chr6.22,-0.69441401607695
chr6.23,-7.44537631887279
chr6.24,-2.7672909820699
chr6.25,-3.03006285790625
chr6.26,-2.94448046427924
chr6.28,5.9571187056506
chr6.29,2.21119883276892
chr6.30,11.6884432661835
chr6.31,2.56078633770699
chr6.33,8.55600256913034
chr6.34,1.75033280539974
chr6.35,-0.43201202853368
chr6.36,2.18398767006702
chr6.37,-0.625279822145791
chr6.38,-0.569371190258816
chr6.39,-2.52898824233151
chr6.40,-2.86274974015524
chr6.41,-5.98459440377316
chr6.42,-3.03431236316735
chr6.44,-1.2195276205404
chr6.45,1.83993637129629
chr6.46,0.379720171967584
chr6.47,1.1364043006444
chr6.48,-0.618837024555309
chr6.49,0.604200407113952
chr6.50,6.17836455387998
chr6.51,11.3911189662807
chr6.52,11.972644070009
chr6.53,-0.29509740428291
chr6.54,-0.276150235499197
chr6.55,18.159013981686
chr6.56,11.8051945062219
chr6.57,-1.92338341351502
chr6.60,11.2420491495963
chr6.61,1.92907996027798
chr6.63,4.16473992979095
chr6.64,7.1576924783625
chr6.65,3.35848748028802
chr6.66,10.4652719470467
chr6.67,4.00199373614354
chr6.68,0.802480393406698
chr6.69,7.37277263971397
chr6.70,0.50169721217537
chr6.73,5.72256762711567
chr6.74,9.63896513595768
chr6.75,15.3799321849935
chr6.76,9.5953077906769
chr6.77,-1.72533143759465
chr6.78,-1.39310573640353
chr6.79,-3.75326300687229
chr6.80,-0.436480922660686
chr6.81,-0.542562203648889
chr6.82,5.04835069370069
chr6.85,1.64153427543753
chr6.86,1.02689548170651
chr6.87,-4.03944714824994
chr6.88,-0.119935501652454
chr6.89,-1.69378687357386
chr6.90,2.47180561638067
chr6.91,-4.52699593559038
chr6.93,-1.66193513299038
chr6.94,0.651182493948247
chr6.95,4.244273289579
chr6.96,1.07122400659345
chr6.97,3.60386615824278
chr6.98,-5.4470391364367
chr6.99,-3.60563998883072
chr6.100,2.22372138191124
chr6.101,1.80337230691908
chr6.102,-2.55207598818577
chr6.103,-1.51401512409024
chr6.104,-3.28302951198181
chr6.105,-3.68783238202749
chr6.106,-4.18733730922346
chr6.107,-4.18496577633779
chr6.108,-5.41508617571227
chr6.109,-8.05927842787768
chr6.110,-5.62749254588694
chr6.111,-2.47552435312107
chr6.112,4.96644002414893
chr6.113,0.442880269448057
chr6.114,4.71506813179427
chr6.115,7.25982187969827
chr6.116,-5.50871564953477
chr6.117,0.706809546993953
chr6.118,1.07913408844025
chr6.119,1.39381957089675
chr6.120,-3.67624427646264
